0.000000 0.162512 0.512905
0.000000 0.168448 0.528452
0.000000 0.174414 0.543998
0.000000 0.180347 0.559545
0.000000 0.186324 0.575103
0.000000 0.192268 0.590647
0.000000 0.198217 0.606194
0.000000 0.204205 0.621746
0.000000 0.210138 0.637303
0.000000 0.216114 0.652842
0.000000 0.222044 0.668406
0.000000 0.228020 0.683948
0.000000 0.233956 0.699498
0.000000 0.239914 0.715055
0.000000 0.245863 0.730602
0.000000 0.251842 0.746156
0.000000 0.257776 0.761699
0.000000 0.263756 0.777259
0.000000 0.269708 0.792809
0.000000 0.275669 0.808359
0.000000 0.281608 0.823906
0.000000 0.287554 0.839462
0.000000 0.293511 0.855009
0.000000 0.299481 0.870554
0.000000 0.305440 0.886111
0.000000 0.311381 0.901656
0.000000 0.317340 0.917210
0.000000 0.323299 0.932754
0.000000 0.329263 0.948306
0.000000 0.335222 0.963857
0.000000 0.341165 0.979408
0.000000 0.347128 0.994958
0.000000 0.348142 0.994989
0.000000 0.349171 0.995020
0.000000 0.350214 0.995052
0.000000 0.351458 0.995090
0.000000 0.352974 0.995136
0.000000 0.354737 0.995190
0.000000 0.356755 0.995253
0.000000 0.359045 0.995325
0.000000 0.361626 0.995406
0.000000 0.364470 0.995496
0.000000 0.367606 0.995597
0.000000 0.371012 0.995707
0.000000 0.374719 0.995829
0.000000 0.378682 0.995960
0.000000 0.382927 0.996103
0.000000 0.387437 0.996257
0.000000 0.392212 0.996423
0.000000 0.397250 0.996600
0.000000 0.402532 0.996789
0.000000 0.408080 0.996990
0.000000 0.413854 0.997204
0.000000 0.419867 0.997430
0.000000 0.426093 0.997669
0.000000 0.432559 0.997920
0.000000 0.439208 0.998185
0.000000 0.446070 0.998464
0.000000 0.453142 0.998756
0.000000 0.460373 0.999061
0.000000 0.467809 0.999379
0.000000 0.475416 0.999710
0.019202 0.483172 1.000000
0.107970 0.491110 1.000000
0.158156 0.499169 1.000000
0.196903 0.507387 1.000000
0.229791 0.515734 1.000000
0.259104 0.524227 1.000000
0.285873 0.532851 1.000000
0.310809 0.541574 1.000000
0.334295 0.550429 1.000000
0.356652 0.559390 1.000000
0.378071 0.568451 1.000000
0.398722 0.577611 1.000000
0.418735 0.586877 1.000000
0.438193 0.596230 1.000000
0.457154 0.605663 1.000000
0.475715 0.615188 1.000000
0.493884 0.624792 1.000000
0.511735 0.634476 1.000000
0.529294 0.644213 1.000000
0.546588 0.654036 1.000000
0.563648 0.663926 1.000000
0.580483 0.673870 1.000000
0.597131 0.683874 1.000000
0.613590 0.693939 1.000000
0.629895 0.704062 1.000000
0.646047 0.714234 1.000000
0.662070 0.724462 1.000000
0.677952 0.734735 1.000000
0.693714 0.745050 1.000000
0.709381 0.755417 1.000000
0.724936 0.765823 1.000000
0.740397 0.776270 1.000000
0.755767 0.786758 1.000000
0.771061 0.797277 1.000000
0.774411 0.795467 1.000000
0.777696 0.793704 0.990018
0.780899 0.791970 0.974990
0.784113 0.790334 0.959987
0.787340 0.788808 0.944994
0.790586 0.787380 0.930013
0.793866 0.786066 0.915049
0.797169 0.784867 0.900101
0.800514 0.783783 0.885165
0.803439 0.783152 0.870210
0.805670 0.783211 0.855219
0.807975 0.783379 0.840237
0.810353 0.783667 0.825264
0.812811 0.784069 0.810305
0.815351 0.784588 0.795366
0.817971 0.785230 0.780449
0.820674 0.785991 0.765542
0.823465 0.786882 0.750654
0.826341 0.787886 0.735770
0.829310 0.789032 0.720915
0.832359 0.790292 0.706083
0.835502 0.791687 0.691252
0.838734 0.793214 0.676463
0.842064 0.794863 0.661686
0.845479 0.796643 0.646923
0.848992 0.798558 0.632187
0.852602 0.800605 0.617476
0.856296 0.802774 0.602775
0.860094 0.805081 0.588109
0.863985 0.807519 0.573479
0.867970 0.810084 0.558866
0.872049 0.812780 0.544288
0.876220 0.815609 0.529736
0.880489 0.818558 0.515201
0.884855 0.821646 0.500714
0.889314 0.824851 0.486250
0.893871 0.828192 0.471852
0.898518 0.831659 0.457450
0.903264 0.835242 0.443117
0.908103 0.838952 0.428816
0.913030 0.842788 0.414558
0.918052 0.846737 0.400359
0.923170 0.850813 0.386182
0.928371 0.855011 0.372086
0.933669 0.859318 0.358033
0.939062 0.863749 0.344040
0.944541 0.868288 0.330115
0.950108 0.872937 0.316269
0.955765 0.877697 0.302434
0.961505 0.882567 0.288732
0.967340 0.887548 0.275093
0.973256 0.892636 0.261514
0.979257 0.897824 0.248074
0.985346 0.903117 0.234667
0.991514 0.908506 0.221365
0.997765 0.913998 0.208172
1.000000 0.919580 0.195044
1.000000 0.925260 0.182030
1.000000 0.931037 0.169162
1.000000 0.936905 0.156256
1.000000 0.942859 0.143432
1.000000 0.948897 0.130509
1.000000 0.955019 0.116043
1.000000 0.961217 0.099487
1.000000 0.952467 0.086430
1.000000 0.943801 0.071797
1.000000 0.935208 0.054629
1.000000 0.926701 0.033355
1.000000 0.918279 0.010871
0.995473 0.909946 0.000000
0.986599 0.901697 0.000000
0.977816 0.893539 0.000000
0.969138 0.885479 0.000000
0.960569 0.877513 0.000000
0.952099 0.869644 0.000000
0.943746 0.861881 0.000000
0.935503 0.854214 0.000000
0.927370 0.846654 0.000000
0.919361 0.839209 0.000000
0.911478 0.831879 0.000000
0.903711 0.824648 0.000000
0.896076 0.817545 0.000000
0.888567 0.810556 0.000000
0.881192 0.803696 0.000000
0.873950 0.796956 0.000000
0.866845 0.790344 0.000000
0.859891 0.783870 0.000000
0.853072 0.777523 0.000000
0.846399 0.771310 0.000000
0.839887 0.765238 0.000000
0.833519 0.759300 0.000000
0.827300 0.753508 0.000000
0.821247 0.747872 0.000000
0.815353 0.742376 0.000000
0.809624 0.737033 0.000000
0.804057 0.731842 0.000000
0.798655 0.726804 0.000000
0.793425 0.721919 0.000000
0.788362 0.717208 0.000000
0.783473 0.712637 0.000000
0.778765 0.708250 0.000000
0.774223 0.704011 0.000000
0.769867 0.699943 0.000000
0.765693 0.696046 0.000000
0.761687 0.692313 0.000000
0.757871 0.688745 0.000000
0.754232 0.685343 0.000000
0.750777 0.682108 0.000000
0.747494 0.679043 0.000000
0.744396 0.676156 0.000000
0.741473 0.673428 0.000000
0.738744 0.670873 0.000000
0.736171 0.668475 0.000000
0.733792 0.666241 0.000000
0.731581 0.664179 0.000000
0.729541 0.662274 0.000000
0.727673 0.660522 0.000000
0.725970 0.658925 0.000000
0.724429 0.657495 0.000000
0.723047 0.656206 0.000000
0.721817 0.655048 0.000000
0.720747 0.654049 0.000000
0.719824 0.653177 0.000000
0.719028 0.652438 0.000000
0.718370 0.651829 0.000000
0.717832 0.651321 0.000000
0.717299 0.650817 0.000000
0.716767 0.650321 0.000000
0.705330 0.639875 0.000000
0.693898 0.629426 0.000000
0.682468 0.618987 0.000000
0.671043 0.608542 0.000000
0.659611 0.598084 0.000000
0.648177 0.587637 0.000000
0.636757 0.577198 0.000000
0.625321 0.566756 0.000000
0.613886 0.556300 0.000000
0.602462 0.545867 0.000000
0.591031 0.535411 0.000000
0.579608 0.524969 0.000000
0.568171 0.514528 0.000000
0.556743 0.504080 0.000000
0.545310 0.493624 0.000000
0.533877 0.483181 0.000000
0.522446 0.472732 0.000000
0.511018 0.462288 0.000000
0.499581 0.451847 0.000000
0.488165 0.441397 0.000000
0.476730 0.430955 0.000000
0.465289 0.420497 0.000000
0.453868 0.410065 0.000000
0.442446 0.399602 0.000000
0.431010 0.389168 0.000000
0.419582 0.378719 0.000000
0.408150 0.368281 0.000000
0.396705 0.357834 0.000000
0.385279 0.347391 0.000000
0.373862 0.336940 0.000000
0.362433 0.326486 0.000000
0.351012 0.316061 0.000000
